id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,id_proveedor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,ciudad,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,historial_siniestros_vehiculo,historial_siniestros_conductor,historial_solo_rc_asegurado,tipo_impacto,hora_evento,tercero_identificado,evidencia_camaras,tipo_via,clima,documento_inconsistente,relato_ilogico,narrativa_cluster_id,similitud_narrativa_max,etiqueta_fraude_simulada,perfil_riesgo_generacion
SIN-00550,POL-00008,ASEG-00178,VEH-00390,COND-00422,PROV-0001,Vehiculos,Gastos Medicos por Accidente,2025-06-18,2025-06-21,11340,10710,9070,Reserva,Manta,Manta,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0001,134,231,3,1,3,1,0,Estacionado,22,No aplica,No,Parqueadero,Lluvia,No,No,,0.11,0,normal
SIN-00551,POL-00481,ASEG-00190,VEH-00077,COND-00427,PROV-0011,Vehiculos,Perdida Total por Robo,2025-10-21,2025-10-28,10980,10930,0,Reserva,Quito Centro,Quito,El robo total ocurrio dias antes del vencimiento y la denuncia fue posterior.,No,PROV-0011,11,354,7,0,4,3,0,Robo,2,No,No aplica,Residencial,Neblina,No,No,CLON-03,0.95,1,alto
SIN-00552,POL-00098,ASEG-00292,VEH-00391,COND-00467,PROV-0021,Vehiculos,Responsabilidad Civil,2025-09-03,2025-09-05,5320,4450,5320,Reserva,Guayaquil Centro,Guayaquil,Fui impactado al salir del parqueadero y el tercero huyo sin entregar informacion.,No,PROV-0021,171,194,2,1,1,2,1,Posterior,6,No aplica,Si,Parqueadero,Noche lluvia,No,No,CLON-01,0.79,0,medio
SIN-00553,POL-00390,ASEG-00294,VEH-00131,COND-00185,PROV-0036,Vehiculos,Robo Total,2023-09-29,2023-10-05,5310,11520,2120,Liquidado,Quito Sur,Quito,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0036,249,116,6,3,2,0,1,Robo,12,Si,No,Perimetral,Lluvia,No,No,,0.18,0,medio
SIN-00554,POL-00175,ASEG-00021,VEH-00204,COND-00436,PROV-0057,Vehiculos,Choque,2023-12-08,2023-12-10,2750,2680,2200,Liquidado,Guayaquil Norte,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0057,216,149,2,2,1,0,1,Posterior,7,Si,No,Perimetral,Noche lluvia,No,No,,0.35,0,normal
SIN-00555,POL-00242,ASEG-00136,VEH-00356,COND-00107,PROV-0007,Vehiculos,Choque,2024-11-07,2024-11-09,4020,3780,3220,Pago Total,Guayaquil Centro,Guayaquil,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0007,238,127,2,1,0,1,0,Estacionado,21,Si,No aplica,Perimetral,Lluvia,Si,No,,0.34,1,medio
SIN-00556,POL-00372,ASEG-00327,VEH-00164,COND-00429,PROV-0013,Vehiculos,Choque,2023-12-24,2023-12-25,1490,1460,1190,Negativa,Guayaquil Centro,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0013,193,172,1,0,0,0,0,Frontal,3,No,No,Urbana,Despejado,No,No,,0.19,0,normal
SIN-00557,POL-00399,ASEG-00233,VEH-00333,COND-00457,PROV-0021,Vehiculos,Robo Total,2025-04-02,2025-04-03,8100,9140,4860,Pago Parcial,Manta,Manta,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0021,34,331,1,0,0,1,0,Robo,23,Si,No,Residencial,Noche lluvia,No,No,,0.29,0,normal
SIN-00558,POL-00482,ASEG-00053,VEH-00416,COND-00448,PROV-0013,Vehiculos,Choque,2024-03-05,2024-03-09,1740,1890,1050,Anticipo,Quito Sur,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0013,144,221,4,1,1,0,0,Posterior,23,Si,No,Perimetral,Noche lluvia,No,No,,0.57,0,normal
SIN-00559,POL-00025,ASEG-00241,VEH-00086,COND-00087,PROV-0034,Vehiculos,Choque,2023-12-14,2023-12-16,5480,4870,4390,Pago Total,Quito Centro,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0034,155,210,2,2,2,0,0,Posterior,7,No,No,Interprovincial,Despejado,No,No,,0.21,0,normal
SIN-00560,POL-00170,ASEG-00284,VEH-00401,COND-00150,PROV-0029,Vehiculos,Danos Propios,2025-01-20,2025-01-20,5470,4820,0,Cierre Sin Consecuencia,Guayaquil Norte,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0029,122,243,0,1,0,1,0,Lateral,21,Si,Si,Parqueadero,Noche lluvia,No,No,,0.38,0,normal
SIN-00561,POL-00343,ASEG-00289,VEH-00017,COND-00024,PROV-0008,Vehiculos,Responsabilidad Civil,2025-05-13,2025-05-16,1620,1550,1620,Pago Parcial,Santo Domingo,Santo Domingo,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0008,198,167,3,2,2,3,1,Posterior,7,No,No,Perimetral,Lluvia,No,No,,0.11,0,normal
SIN-00562,POL-00518,ASEG-00138,VEH-00291,COND-00145,PROV-0047,Vehiculos,Cristales,2025-09-01,2025-09-01,430,370,340,Anticipo,Quito Norte,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0047,182,183,0,0,0,0,0,Posterior,23,Si,No,Urbana,Neblina,No,No,,0.28,0,normal
SIN-00563,POL-00252,ASEG-00110,VEH-00301,COND-00425,PROV-0057,Vehiculos,Choque,2023-09-22,2023-09-24,1850,2290,1110,Reserva,Guayaquil Centro,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0057,96,269,2,1,1,0,0,Posterior,0,No,Si,Urbana,Noche seca,No,No,,0.26,0,normal
SIN-00564,POL-00264,ASEG-00032,VEH-00011,COND-00241,PROV-0005,Vehiculos,Danos Propios,2025-07-09,2025-07-11,4900,5050,0,Pago Parcial,Guayaquil Centro,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0005,149,216,2,6,1,0,1,Posterior,21,No,No,Perimetral,Noche seca,No,No,,0.54,0,normal
SIN-00565,POL-00285,ASEG-00252,VEH-00077,COND-00307,PROV-0024,Vehiculos,Cristales,2025-07-29,2025-07-30,770,880,0,Pago Parcial,Quito Sur,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0024,224,141,1,4,0,1,1,Posterior,4,Si,Si,Interprovincial,Lluvia,No,No,,0.25,0,normal
SIN-00566,POL-00289,ASEG-00031,VEH-00328,COND-00003,PROV-0035,Vehiculos,Responsabilidad Civil,2024-01-19,2024-01-20,1280,1280,770,Reserva,Quito Centro,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0035,353,12,1,1,1,1,0,Robo,1,Si,No,Residencial,Despejado,No,No,,0.07,0,medio
SIN-00567,POL-00250,ASEG-00057,VEH-00292,COND-00250,PROV-0019,Vehiculos,Choque,2024-01-04,2024-01-08,14840,13110,14840,Pago Total,Guayaquil Sur,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0019,228,137,4,2,0,0,2,Posterior,11,Si,No,Perimetral,Noche lluvia,No,No,,0.11,0,normal
SIN-00568,POL-00480,ASEG-00323,VEH-00180,COND-00451,PROV-0028,Vehiculos,Choque,2025-07-26,2025-08-01,3830,3010,2300,Cierre Sin Consecuencia,Cuenca,Cuenca,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0028,357,8,6,1,1,2,1,Frontal,18,No aplica,Si,Interprovincial,Noche lluvia,No,No,,0.46,0,medio
SIN-00569,POL-00462,ASEG-00122,VEH-00176,COND-00120,PROV-0047,Vehiculos,Cristales,2024-05-13,2024-05-13,710,670,430,Pago Total,Quito Centro,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0047,228,137,0,1,1,0,0,Robo,16,No,Si,Residencial,Neblina,No,No,,0.57,0,normal
SIN-00570,POL-00033,ASEG-00209,VEH-00130,COND-00243,PROV-0047,Vehiculos,Cristales,2023-04-29,2023-05-04,1210,950,970,Liquidado,Machala,Machala,A primera hora encontre el vehiculo con danos y no se cuenta con camaras.,Si,PROV-0047,113,252,5,1,0,0,0,Posterior,13,Si,No,Parqueadero,Noche seca,No,No,CLON-02,0.74,0,medio
SIN-00571,POL-00296,ASEG-00052,VEH-00023,COND-00282,PROV-0050,Vehiculos,Perdida Total por Robo,2024-10-05,2024-10-20,36530,29650,36530,Reserva,Guayaquil Centro,Guayaquil,El robo total ocurrio dias antes del vencimiento y la denuncia fue posterior.,No,PROV-0050,314,51,15,1,4,1,0,Robo,19,Si,Si,Perimetral,Despejado,Si,No,CLON-03,0.96,0,alto
SIN-00572,POL-00285,ASEG-00252,VEH-00077,COND-00110,PROV-0040,Vehiculos,Robo Total,2025-08-18,2025-08-19,26370,30440,21100,Reserva,Quito Centro,Quito,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,No,PROV-0040,244,121,1,7,3,1,1,Robo,23,Si,Si,Urbana,Despejado,No,No,,0.14,0,medio
SIN-00573,POL-00320,ASEG-00255,VEH-00260,COND-00398,PROV-0034,Vehiculos,Robo Total,2025-02-07,2025-02-17,11940,22280,11940,Liquidado,Cuenca,Cuenca,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0034,27,338,10,1,0,0,0,Robo,8,No aplica,No,Residencial,Noche seca,No,No,,0.06,1,medio
SIN-00574,POL-00421,ASEG-00290,VEH-00095,COND-00209,PROV-0059,Vehiculos,Responsabilidad Civil,2026-02-25,2026-03-04,8480,8670,8480,Reserva,Quito Sur,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,No,PROV-0059,195,170,7,1,0,0,0,Robo,15,No aplica,No aplica,Residencial,Despejado,No,No,,0.06,0,normal
SIN-00575,POL-00508,ASEG-00307,VEH-00362,COND-00236,PROV-0022,Vehiculos,Responsabilidad Civil,2023-03-25,2023-03-26,3090,3110,1240,Reserva,Guayaquil Centro,Guayaquil,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,No,PROV-0022,13,352,1,0,0,0,0,Posterior,6,No aplica,No,Urbana,Lluvia,No,No,,0.07,0,medio
SIN-00576,POL-00480,ASEG-00323,VEH-00180,COND-00053,PROV-0053,Vehiculos,Responsabilidad Civil,2024-12-21,2024-12-26,3260,2570,2610,Pago Total,Cuenca,Cuenca,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0053,140,225,5,0,0,0,0,Lateral,23,Si,No,Perimetral,Despejado,No,No,,0.33,1,medio
SIN-00577,POL-00238,ASEG-00144,VEH-00034,COND-00295,PROV-0007,Vehiculos,Choque,2025-12-14,2025-12-15,9700,8740,7760,Liquidado,Guayaquil Norte,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0007,65,300,1,0,0,0,0,Sin impacto,16,Si,No,Interprovincial,Neblina,No,No,,0.57,0,normal
SIN-00578,POL-00190,ASEG-00127,VEH-00317,COND-00202,PROV-0013,Vehiculos,Choque,2024-12-22,2024-12-22,9510,8290,3800,Negativa,Cuenca,Cuenca,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0013,64,301,0,0,0,2,0,Estacionado,22,Si,No,Perimetral,Neblina,No,No,,0.52,0,normal
SIN-00579,POL-00117,ASEG-00056,VEH-00111,COND-00355,PROV-0034,Vehiculos,Choque,2023-09-19,2023-09-25,3150,3020,3150,Reserva,Guayaquil Norte,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0034,241,124,6,0,0,0,0,Posterior,2,Si,No aplica,Parqueadero,Noche lluvia,No,No,,0.46,0,normal
SIN-00580,POL-00395,ASEG-00114,VEH-00234,COND-00152,PROV-0040,Vehiculos,Responsabilidad Civil,2025-06-16,2025-06-18,1450,1510,870,Pago Total,Quito Sur,Quito,En la madrugada encontre el vehiculo golpeado y no existen camaras disponibles.,No,PROV-0040,361,4,2,8,4,2,1,Lateral,8,Si,Si,Perimetral,Neblina,Si,No,CLON-02,0.73,0,medio
SIN-00581,POL-00155,ASEG-00121,VEH-00282,COND-00448,PROV-0008,Vehiculos,Responsabilidad Civil,2025-08-20,2025-08-21,1720,1670,1030,Reserva,Quito Sur,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0008,235,130,1,2,2,3,1,Multiple,11,Si,No,Perimetral,Noche seca,No,No,,0.15,0,normal
SIN-00582,POL-00274,ASEG-00009,VEH-00415,COND-00392,PROV-0016,Vehiculos,Choque,2024-01-25,2024-01-28,2430,1810,970,Negativa,Manta,Manta,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0016,202,163,3,0,0,0,0,Posterior,22,No,No,Urbana,Noche lluvia,No,No,,0.31,0,medio
SIN-00583,POL-00003,ASEG-00023,VEH-00253,COND-00055,PROV-0023,Vehiculos,Choque,2025-12-12,2025-12-14,11050,11580,11050,Cierre Sin Consecuencia,Quito Sur,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0023,169,196,2,0,0,1,0,Posterior,9,Si,No,Parqueadero,Noche lluvia,No,No,,0.39,0,normal
SIN-00584,POL-00256,ASEG-00055,VEH-00295,COND-00005,PROV-0028,Vehiculos,Choque,2024-11-23,2024-11-25,4940,4560,0,Negativa,Quito Norte,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0028,38,327,2,4,0,1,0,Lateral,8,Si,Si,Urbana,Neblina,No,No,,0.24,0,normal
SIN-00585,POL-00227,ASEG-00110,VEH-00005,COND-00175,PROV-0011,Vehiculos,Robo Parcial,2026-07-16,2026-07-19,8330,8270,3330,Liquidado,Guayaquil Sur,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0011,296,69,3,1,1,0,0,Robo,13,No,No,Interprovincial,Noche seca,No,No,,0.35,0,normal
SIN-00586,POL-00265,ASEG-00057,VEH-00314,COND-00155,PROV-0016,Vehiculos,Responsabilidad Civil,2023-07-06,2023-07-16,1680,1310,0,Pago Total,Loja,Loja,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,No,PROV-0016,2,363,10,0,0,0,0,Volcadura,4,Si,No,Parqueadero,Noche lluvia,No,No,,0.47,1,alto
SIN-00587,POL-00217,ASEG-00219,VEH-00022,COND-00012,PROV-0060,Vehiculos,Robo Parcial,2025-04-28,2025-05-04,10040,11080,10040,Liquidado,Ambato,Ambato,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0060,177,188,6,3,0,0,0,Robo,12,Si,Si,Perimetral,Lluvia,No,No,,0.25,0,normal
SIN-00588,POL-00152,ASEG-00295,VEH-00354,COND-00139,PROV-0057,Vehiculos,Responsabilidad Civil,2024-10-04,2024-10-09,1580,1820,630,Pago Total,Santo Domingo,Santo Domingo,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0057,313,52,5,7,2,1,2,Lateral,10,Si,Si,Urbana,Noche lluvia,No,No,,0.42,0,normal
SIN-00589,POL-00278,ASEG-00055,VEH-00282,COND-00325,PROV-0012,Vehiculos,Robo Parcial,2025-10-27,2025-10-31,2790,2830,2790,Reserva,Quito Sur,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0012,173,192,4,9,3,1,1,Robo,19,Si,No,Parqueadero,Noche seca,No,No,,0.41,0,normal
SIN-00590,POL-00143,ASEG-00033,VEH-00420,COND-00123,PROV-0045,Vehiculos,Choque,2024-08-28,2024-08-30,1890,2050,0,Liquidado,Quito Norte,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0045,243,122,2,1,0,0,0,Sin impacto,20,No aplica,No,Perimetral,Noche lluvia,No,No,,0.2,0,normal
SIN-00591,POL-00466,ASEG-00025,VEH-00176,COND-00255,PROV-0012,Vehiculos,Choque,2025-06-08,2025-06-10,1880,2080,0,Pago Parcial,Machala,Machala,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0012,72,293,2,0,2,0,0,Posterior,7,No,No,Urbana,Lluvia,No,Si,,0.3,0,normal
SIN-00592,POL-00245,ASEG-00070,VEH-00036,COND-00377,PROV-0055,Vehiculos,Responsabilidad Civil,2024-05-11,2024-05-14,4160,4380,4160,Reserva,Quito Sur,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0055,94,271,3,0,0,0,0,Lateral,23,Si,No,Urbana,Neblina,No,No,,0.55,0,normal
SIN-00593,POL-00236,ASEG-00012,VEH-00096,COND-00261,PROV-0035,Vehiculos,Responsabilidad Civil,2025-08-27,2025-08-28,1340,1430,1340,Liquidado,Quito Norte,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0035,159,206,1,1,1,1,0,Lateral,6,No,No,Perimetral,Lluvia,No,No,,0.42,0,normal
SIN-00594,POL-00369,ASEG-00278,VEH-00341,COND-00454,PROV-0007,Vehiculos,Danos Propios,2026-03-16,2026-03-17,2910,3280,1750,Reserva,Santo Domingo,Santo Domingo,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0007,283,82,1,5,5,3,1,Posterior,3,No aplica,Si,Perimetral,Noche lluvia,No,Si,,0.05,0,normal
SIN-00595,POL-00501,ASEG-00260,,,PROV-0059,Hogar,Incendio,2026-01-09,2026-01-15,20770,21720,12460,Anticipo,Quito Sur,Quito,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,No,PROV-0059,289,76,6,0,0,0,0,Multiple,19,Si,No,Perimetral,Noche lluvia,No,No,,0.13,0,medio
SIN-00596,POL-00134,ASEG-00256,VEH-00261,COND-00331,PROV-0048,Vehiculos,Gastos Medicos por Accidente,2025-01-05,2025-01-05,480,510,380,Pago Total,Quito Centro,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,No,PROV-0048,58,307,0,2,2,0,0,Lateral,16,No,Si,Urbana,Lluvia,Si,No,,0.09,0,normal
SIN-00597,POL-00334,ASEG-00245,,,PROV-0039,Accidentes Personales,Accidente Personal,2024-03-21,2024-03-26,2740,2170,0,Pago Total,Manta,Manta,Reporto robo del vehiculo ocurrido cerca del fin de la poliza con denuncia tardia.,Si,PROV-0039,179,186,5,1,0,0,0,Frontal,8,Si,No,Residencial,Noche lluvia,No,No,CLON-03,0.73,0,medio
SIN-00598,POL-00476,ASEG-00103,,,PROV-0058,Hogar,Robo Domiciliario,2025-11-01,2025-11-04,10260,7920,0,Pago Parcial,Quito Norte,Quito,En la madrugada encontre el vehiculo golpeado y no existen camaras disponibles.,No,PROV-0058,276,89,3,3,0,0,0,Multiple,19,Si,Si,Urbana,Noche lluvia,No,No,CLON-02,0.82,0,medio
SIN-00599,POL-00456,ASEG-00165,VEH-00232,COND-00051,PROV-0015,Vehiculos,Choque,2025-04-21,2025-04-23,11680,11440,9340,Negativa,Quito Centro,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0015,38,327,2,5,1,0,0,Lateral,21,No,Si,Perimetral,Noche lluvia,Si,No,,0.37,0,normal
SIN-00600,POL-00204,ASEG-00273,VEH-00120,COND-00437,PROV-0008,Vehiculos,Responsabilidad Civil,2025-01-20,2025-01-25,1780,1770,1070,Reserva,Loja,Loja,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0008,53,312,5,0,0,0,0,Posterior,7,Si,No aplica,Perimetral,Noche seca,No,No,,0.47,0,normal
SIN-00601,POL-00343,ASEG-00289,VEH-00017,COND-00273,PROV-0002,Vehiculos,Danos Propios,2025-05-11,2025-05-11,1120,910,1120,Negativa,Santo Domingo,Santo Domingo,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0002,196,169,0,1,1,0,1,Robo,13,Si,No,Parqueadero,Noche lluvia,No,No,,0.45,0,medio
SIN-00602,POL-00280,ASEG-00210,VEH-00013,COND-00243,PROV-0034,Vehiculos,Danos Propios,2023-10-19,2023-10-26,10650,8520,4260,Pago Total,Loja,Loja,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,No,PROV-0034,30,335,7,0,0,1,0,Frontal,6,Si,No aplica,Parqueadero,Noche seca,No,No,,0.36,0,medio
SIN-00603,POL-00011,ASEG-00349,VEH-00065,COND-00243,PROV-0026,Vehiculos,Danos Propios,2025-02-02,2025-02-05,10560,12260,10560,Pago Parcial,Quito Centro,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0026,317,48,3,1,1,2,0,Posterior,23,Si,No,Residencial,Lluvia,No,No,,0.16,0,normal
SIN-00604,POL-00243,ASEG-00157,VEH-00196,COND-00055,PROV-0048,Vehiculos,Gastos Medicos por Accidente,2024-03-12,2024-03-12,1760,1880,700,Pago Total,Ambato,Ambato,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0048,233,132,0,0,0,0,0,Frontal,19,No,No,Parqueadero,Lluvia,Si,No,,0.46,1,normal
SIN-00605,POL-00121,ASEG-00152,VEH-00235,COND-00406,PROV-0043,Vehiculos,Responsabilidad Civil,2023-09-05,2023-09-09,800,690,0,Pago Parcial,Cuenca,Cuenca,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0043,214,151,4,4,4,0,0,Multiple,21,No,No,Residencial,Noche lluvia,No,No,,0.14,0,medio
SIN-00606,POL-00472,ASEG-00192,VEH-00249,COND-00241,PROV-0015,Vehiculos,Choque,2025-09-07,2025-09-08,2280,2170,0,Anticipo,Quito Centro,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0015,62,303,1,0,0,1,0,Lateral,19,No aplica,Si,Residencial,Lluvia,No,No,,0.37,1,normal
SIN-00607,POL-00108,ASEG-00294,VEH-00313,COND-00109,PROV-0025,Vehiculos,Robo Total,2023-08-25,2023-08-26,8260,18880,0,Reserva,Cuenca,Cuenca,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0025,96,269,1,1,0,0,0,Robo,2,Si,No,Interprovincial,Despejado,No,No,,0.27,0,normal
SIN-00608,POL-00362,ASEG-00014,VEH-00003,COND-00408,PROV-0026,Vehiculos,Danos Propios,2024-02-03,2024-02-06,18590,17140,7440,Liquidado,Quito Sur,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0026,74,291,3,2,2,0,1,Multiple,13,Si,No,Perimetral,Neblina,No,No,,0.55,1,medio
SIN-00609,POL-00450,ASEG-00340,,,PROV-0009,Hogar,Robo Domiciliario,2023-11-15,2023-11-18,22050,15800,17640,Reserva,Loja,Loja,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,No,PROV-0009,18,347,3,1,0,0,0,Lateral,0,Si,Si,Residencial,Despejado,Si,Si,,0.19,1,alto
SIN-00610,POL-00413,ASEG-00307,VEH-00092,COND-00420,PROV-0002,Vehiculos,Perdida Total por Robo,2025-06-25,2025-07-05,29810,31390,29810,Pago Total,Guayaquil Sur,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,No,PROV-0002,210,155,10,2,3,6,0,Robo,15,No,No,Perimetral,Noche seca,No,No,,0.32,1,alto
SIN-00611,POL-00303,ASEG-00175,VEH-00115,COND-00199,PROV-0016,Vehiculos,Choque,2024-05-09,2024-05-16,15150,13450,12120,Liquidado,Guayaquil Centro,Guayaquil,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0016,155,210,7,0,0,1,0,Robo,5,Si,No,Parqueadero,Lluvia,No,No,,0.24,1,medio
SIN-00612,POL-00321,ASEG-00237,VEH-00083,COND-00026,PROV-0039,Vehiculos,Choque,2025-09-08,2025-09-13,1300,1430,780,Liquidado,Loja,Loja,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0039,196,169,5,0,0,0,0,Lateral,20,Si,Si,Parqueadero,Noche seca,No,No,,0.39,0,normal
SIN-00613,POL-00325,ASEG-00155,VEH-00258,COND-00298,PROV-0034,Vehiculos,Choque,2025-10-26,2025-10-28,13410,13830,10730,Liquidado,Machala,Machala,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0034,89,276,2,0,0,0,0,Lateral,16,Si,No,Parqueadero,Despejado,No,No,,0.36,0,normal
